tanggal,harga,label,fitted,residual,foodshock_score,fs_label
2026-04-13,60950.0,Aman,65483.0,-4533.0,37.8,Waspada
2026-04-20,52750.0,Aman,55505.0,-2755.0,24.7,Aman
2026-04-27,46950.0,Aman,47512.0,-562.0,5.2,Aman
2026-05-04,64300.0,Waspada,43361.0,20939.0,42.2,Waspada
2026-05-11,76050.0,Waspada,67422.0,8628.0,37.2,Waspada
2026-05-18,75950.0,Waspada,79124.0,-3174.0,14.2,Aman
2026-05-25,74500.0,Waspada,74569.0,-69.0,12.7,Aman
2026-06-01,80950.0,Waspada,72953.0,7997.0,8.5,Aman
2026-06-08,64250.0,Waspada,80472.0,-16222.0,33.4,Aman
2026-06-15,63150.0,Aman,58165.0,4985.0,24.2,Aman
2026-06-22,45200.0,Aman,60379.0,-15179.0,34.2,Waspada
